danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.685,148.708,audio_features,2m1hi0nfMR9vdGC8UcrnwU,spotify:track:2m1hi0nfMR9vdGC8UcrnwU,https://api.spotify.com/v1/tracks/2m1hi0nfMR9vdGC8UcrnwU,https://api.spotify.com/v1/audio-analysis/2m1hi0nfMR9vdGC8UcrnwU,167067,4,metal
0.553,0.853,8,-3.668,1,0.0339,0.000684,0.0,0.126,0.506,122.023,audio_features,56sk7jBpZV0CD31G9hEU3b,spotify:track:56sk7jBpZV0CD31G9hEU3b,https://api.spotify.com/v1/tracks/56sk7jBpZV0CD31G9hEU3b,https://api.spotify.com/v1/audio-analysis/56sk7jBpZV0CD31G9hEU3b,231400,4,metal
0.554,0.98,4,-3.514,1,0.108,0.127,0.0,0.0833,0.611,135.12,audio_features,4Yf5bqU3NK4kNOypcrLYwU,spotify:track:4Yf5bqU3NK4kNOypcrLYwU,https://api.spotify.com/v1/tracks/4Yf5bqU3NK4kNOypcrLYwU,https://api.spotify.com/v1/audio-analysis/4Yf5bqU3NK4kNOypcrLYwU,162107,4,metal
0.566,0.834,6,-8.412,0,0.0298,0.00277,0.008,0.0625,0.621,123.296,audio_features,3VqHuw0wFlIHcIPWkhIbdQ,spotify:track:3VqHuw0wFlIHcIPWkhIbdQ,https://api.spotify.com/v1/tracks/3VqHuw0wFlIHcIPWkhIbdQ,https://api.spotify.com/v1/audio-analysis/3VqHuw0wFlIHcIPWkhIbdQ,331560,4,metal
0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.005,audio_features,6ZOBP3NvffbU4SZcrnt1k6,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,https://api.spotify.com/v1/tracks/6ZOBP3NvffbU4SZcrnt1k6,https://api.spotify.com/v1/audio-analysis/6ZOBP3NvffbU4SZcrnt1k6,233933,4,metal
0.494,0.946,4,-2.757,1,0.0637,0.00129,0.0,0.398,0.741,103.408,audio_features,33iv3wnGMrrDugd7GBso1z,spotify:track:33iv3wnGMrrDugd7GBso1z,https://api.spotify.com/v1/tracks/33iv3wnGMrrDugd7GBso1z,https://api.spotify.com/v1/audio-analysis/33iv3wnGMrrDugd7GBso1z,169027,4,metal
0.445,0.952,6,-5.321,1,0.0522,0.09,0.0843,0.112,0.624,125.304,audio_features,7snQQk1zcKl8gZ92AnueZW,spotify:track:7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,356067,4,metal
0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,audio_features,6TfBA04WJ3X1d1wXhaCFVT,spotify:track:6TfBA04WJ3X1d1wXhaCFVT,https://api.spotify.com/v1/tracks/6TfBA04WJ3X1d1wXhaCFVT,https://api.spotify.com/v1/audio-analysis/6TfBA04WJ3X1d1wXhaCFVT,177827,4,metal
0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,audio_features,0M955bMOoilikPXwKLYpoi,spotify:track:0M955bMOoilikPXwKLYpoi,https://api.spotify.com/v1/tracks/0M955bMOoilikPXwKLYpoi,https://api.spotify.com/v1/audio-analysis/0M955bMOoilikPXwKLYpoi,231480,4,metal
0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,audio_features,3d9DChrdc6BOeFsbrZ3Is0,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/audio-analysis/3d9DChrdc6BOeFsbrZ3Is0,264307,4,metal
0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,audio_features,1G391cbiT3v3Cywg8T7DM1,spotify:track:1G391cbiT3v3Cywg8T7DM1,https://api.spotify.com/v1/tracks/1G391cbiT3v3Cywg8T7DM1,https://api.spotify.com/v1/audio-analysis/1G391cbiT3v3Cywg8T7DM1,215907,4,metal
0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,audio_features,51c94ac31swyDQj9B3Lzs3,spotify:track:51c94ac31swyDQj9B3Lzs3,https://api.spotify.com/v1/tracks/51c94ac31swyDQj9B3Lzs3,https://api.spotify.com/v1/audio-analysis/51c94ac31swyDQj9B3Lzs3,299533,4,metal
0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000206,0.294,0.794,122.509,audio_features,37ZJ0p5Jm13JPevGcx4SkF,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/audio-analysis/37ZJ0p5Jm13JPevGcx4SkF,249293,4,metal
0.59,0.963,0,-6.489,0,0.0676,8.75e-05,0.000105,0.0781,0.586,125.033,audio_features,6Nm8h73ycDG2saCnZV8poF,spotify:track:6Nm8h73ycDG2saCnZV8poF,https://api.spotify.com/v1/tracks/6Nm8h73ycDG2saCnZV8poF,https://api.spotify.com/v1/audio-analysis/6Nm8h73ycDG2saCnZV8poF,222827,4,metal
0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,audio_features,1Y373MqadDRtclJNdnUXVc,spotify:track:1Y373MqadDRtclJNdnUXVc,https://api.spotify.com/v1/tracks/1Y373MqadDRtclJNdnUXVc,https://api.spotify.com/v1/audio-analysis/1Y373MqadDRtclJNdnUXVc,168406,4,metal
0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,audio_features,0COqiPhxzoWICwFCS4eZcp,spotify:track:0COqiPhxzoWICwFCS4eZcp,https://api.spotify.com/v1/tracks/0COqiPhxzoWICwFCS4eZcp,https://api.spotify.com/v1/audio-analysis/0COqiPhxzoWICwFCS4eZcp,235893,4,metal
0.391,0.951,6,-7.419,1,0.0688,0.012,0.000446,0.0878,0.468,157.663,audio_features,4LJhJ6DQS7NwE7UKtvcM52,spotify:track:4LJhJ6DQS7NwE7UKtvcM52,https://api.spotify.com/v1/tracks/4LJhJ6DQS7NwE7UKtvcM52,https://api.spotify.com/v1/audio-analysis/4LJhJ6DQS7NwE7UKtvcM52,148360,4,metal
0.459,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,audio_features,1ZozJfi8u9cO2Ob8KwiwNT,spotify:track:1ZozJfi8u9cO2Ob8KwiwNT,https://api.spotify.com/v1/tracks/1ZozJfi8u9cO2Ob8KwiwNT,https://api.spotify.com/v1/audio-analysis/1ZozJfi8u9cO2Ob8KwiwNT,316733,4,metal
0.589,0.89,4,-3.719,0,0.06,0.000481,0.00082,0.201,0.687,90.586,audio_features,5W8YXBz9MTIDyrpYaCg2Ky,spotify:track:5W8YXBz9MTIDyrpYaCg2Ky,https://api.spotify.com/v1/tracks/5W8YXBz9MTIDyrpYaCg2Ky,https://api.spotify.com/v1/audio-analysis/5W8YXBz9MTIDyrpYaCg2Ky,199907,4,metal
0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,audio_features,2EoOZnxNgtmZaD8uUmz2nD,spotify:track:2EoOZnxNgtmZaD8uUmz2nD,https://api.spotify.com/v1/tracks/2EoOZnxNgtmZaD8uUmz2nD,https://api.spotify.com/v1/audio-analysis/2EoOZnxNgtmZaD8uUmz2nD,318587,4,metal
0.64,0.864,7,-6.576,1,0.0314,0.00832,0.0,0.123,0.701,102.026,audio_features,42et6fnHCw1HIPSrdPprMl,spotify:track:42et6fnHCw1HIPSrdPprMl,https://api.spotify.com/v1/tracks/42et6fnHCw1HIPSrdPprMl,https://api.spotify.com/v1/audio-analysis/42et6fnHCw1HIPSrdPprMl,268360,4,metal
0.627,0.935,5,-4.882,1,0.0324,0.0092,0.0,0.147,0.287,120.092,audio_features,18lR4BzEs7e3qzc0KVkTpU,spotify:track:18lR4BzEs7e3qzc0KVkTpU,https://api.spotify.com/v1/tracks/18lR4BzEs7e3qzc0KVkTpU,https://api.spotify.com/v1/audio-analysis/18lR4BzEs7e3qzc0KVkTpU,205227,4,metal
0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031,audio_features,28IEbk5a7twNTbUEvWslUb,spotify:track:28IEbk5a7twNTbUEvWslUb,https://api.spotify.com/v1/tracks/28IEbk5a7twNTbUEvWslUb,https://api.spotify.com/v1/audio-analysis/28IEbk5a7twNTbUEvWslUb,208107,4,metal
0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,audio_features,61mWefnWQOLf90gepjOCb3,spotify:track:61mWefnWQOLf90gepjOCb3,https://api.spotify.com/v1/tracks/61mWefnWQOLf90gepjOCb3,https://api.spotify.com/v1/audio-analysis/61mWefnWQOLf90gepjOCb3,252613,4,metal
0.454,0.987,8,-4.485,1,0.0881,0.0195,0.279,0.268,0.316,123.61,audio_features,0G21yYKMZoHa30cYVi1iA8,spotify:track:0G21yYKMZoHa30cYVi1iA8,https://api.spotify.com/v1/tracks/0G21yYKMZoHa30cYVi1iA8,https://api.spotify.com/v1/audio-analysis/0G21yYKMZoHa30cYVi1iA8,273480,4,metal
0.554,0.932,5,-3.424,0,0.0485,0.00154,0.000139,0.425,0.478,112.488,audio_features,1vcxF91pWs9uNwDROuiCPB,spotify:track:1vcxF91pWs9uNwDROuiCPB,https://api.spotify.com/v1/tracks/1vcxF91pWs9uNwDROuiCPB,https://api.spotify.com/v1/audio-analysis/1vcxF91pWs9uNwDROuiCPB,242280,4,metal
0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,audio_features,48UPSzbZjgc449aqz8bxox,spotify:track:48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/tracks/48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/audio-analysis/48UPSzbZjgc449aqz8bxox,329733,4,metal
0.355,0.791,8,-7.565,1,0.0453,0.00045,0.0,0.0969,0.758,106.392,audio_features,6gZVQvQZOFpzIy3HblJ20F,spotify:track:6gZVQvQZOFpzIy3HblJ20F,https://api.spotify.com/v1/tracks/6gZVQvQZOFpzIy3HblJ20F,https://api.spotify.com/v1/audio-analysis/6gZVQvQZOFpzIy3HblJ20F,285200,4,metal
0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,audio_features,1QEEqeFIZktqIpPI4jSVSF,spotify:track:1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/audio-analysis/1QEEqeFIZktqIpPI4jSVSF,285133,4,metal
0.541,0.969,11,-3.439,1,0.0458,0.113,0.0,0.638,0.599,140.119,audio_features,0UFDKFqW2oGspYeYqo9wjA,spotify:track:0UFDKFqW2oGspYeYqo9wjA,https://api.spotify.com/v1/tracks/0UFDKFqW2oGspYeYqo9wjA,https://api.spotify.com/v1/audio-analysis/0UFDKFqW2oGspYeYqo9wjA,164427,4,metal
0.58,0.702,4,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,audio_features,57BrRMwf9LrcmuOsyGilwr,spotify:track:57BrRMwf9LrcmuOsyGilwr,https://api.spotify.com/v1/tracks/57BrRMwf9LrcmuOsyGilwr,https://api.spotify.com/v1/audio-analysis/57BrRMwf9LrcmuOsyGilwr,208960,4,metal
0.541,0.959,0,-2.947,0,0.0505,0.0663,2.18e-06,0.344,0.812,122.805,audio_features,0rmGAIH9LNJewFw7nKzZnc,spotify:track:0rmGAIH9LNJewFw7nKzZnc,https://api.spotify.com/v1/tracks/0rmGAIH9LNJewFw7nKzZnc,https://api.spotify.com/v1/audio-analysis/0rmGAIH9LNJewFw7nKzZnc,222707,4,metal
0.443,0.781,1,-4.277,1,0.0377,1.33e-05,0.205,0.166,0.372,71.841,audio_features,1158ckiB5S4cpsdYHDB9IF,spotify:track:1158ckiB5S4cpsdYHDB9IF,https://api.spotify.com/v1/tracks/1158ckiB5S4cpsdYHDB9IF,https://api.spotify.com/v1/audio-analysis/1158ckiB5S4cpsdYHDB9IF,214760,4,metal
0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,audio_features,7nnWIPM5hwE3DaUBkvOIpy,spotify:track:7nnWIPM5hwE3DaUBkvOIpy,https://api.spotify.com/v1/tracks/7nnWIPM5hwE3DaUBkvOIpy,https://api.spotify.com/v1/audio-analysis/7nnWIPM5hwE3DaUBkvOIpy,232453,4,metal
0.367,0.634,5,-6.475,1,0.027,0.000824,0.0759,0.116,0.0964,89.981,audio_features,1EryAkZ0VHstC6haIxVBiE,spotify:track:1EryAkZ0VHstC6haIxVBiE,https://api.spotify.com/v1/tracks/1EryAkZ0VHstC6haIxVBiE,https://api.spotify.com/v1/audio-analysis/1EryAkZ0VHstC6haIxVBiE,241533,4,metal
0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.299,audio_features,6W21LNLz9Sw7sUSNWMSHRu,spotify:track:6W21LNLz9Sw7sUSNWMSHRu,https://api.spotify.com/v1/tracks/6W21LNLz9Sw7sUSNWMSHRu,https://api.spotify.com/v1/audio-analysis/6W21LNLz9Sw7sUSNWMSHRu,255733,4,metal
0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,audio_features,4eAwB5pnKFTmsgc3zWoYO0,spotify:track:4eAwB5pnKFTmsgc3zWoYO0,https://api.spotify.com/v1/tracks/4eAwB5pnKFTmsgc3zWoYO0,https://api.spotify.com/v1/audio-analysis/4eAwB5pnKFTmsgc3zWoYO0,193893,4,metal
0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,audio_features,6WatFBLVB0x077xWeoVc2k,spotify:track:6WatFBLVB0x077xWeoVc2k,https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k,https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k,195824,4,reggae
0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,audio_features,6XjDF6nds4DE2BBbagZol6,spotify:track:6XjDF6nds4DE2BBbagZol6,https://api.spotify.com/v1/tracks/6XjDF6nds4DE2BBbagZol6,https://api.spotify.com/v1/audio-analysis/6XjDF6nds4DE2BBbagZol6,222000,4,reggae
0.682,0.765,1,-5.021,0,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,audio_features,2hnMS47jN0etwvFPzYk11f,spotify:track:2hnMS47jN0etwvFPzYk11f,https://api.spotify.com/v1/tracks/2hnMS47jN0etwvFPzYk11f,https://api.spotify.com/v1/audio-analysis/2hnMS47jN0etwvFPzYk11f,182747,4,reggae
0.841,0.738,7,-7.455,0,0.307,0.52,0.0,0.0892,0.484,169.918,audio_features,5RqSsdzTNPX1uzkmlHCFvK,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,https://api.spotify.com/v1/tracks/5RqSsdzTNPX1uzkmlHCFvK,https://api.spotify.com/v1/audio-analysis/5RqSsdzTNPX1uzkmlHCFvK,172798,4,reggae
0.911,0.778,5,-2.248,1,0.262,0.0887,2.16e-05,0.179,0.345,96.057,audio_features,7iQXYTyuG13aoeHxGG28Nh,spotify:track:7iQXYTyuG13aoeHxGG28Nh,https://api.spotify.com/v1/tracks/7iQXYTyuG13aoeHxGG28Nh,https://api.spotify.com/v1/audio-analysis/7iQXYTyuG13aoeHxGG28Nh,162768,4,reggae
0.804,0.696,7,-7.47,1,0.0899,0.00877,0.000985,0.314,0.657,95.721,audio_features,3B4q6KbHbGV51HO3GznBFF,spotify:track:3B4q6KbHbGV51HO3GznBFF,https://api.spotify.com/v1/tracks/3B4q6KbHbGV51HO3GznBFF,https://api.spotify.com/v1/audio-analysis/3B4q6KbHbGV51HO3GznBFF,170907,4,reggae
0.812,0.479,2,-5.678,0,0.333,0.213,1.21e-06,0.0756,0.559,169.922,audio_features,2UW7JaomAMuX9pZrjVpHAU,spotify:track:2UW7JaomAMuX9pZrjVpHAU,https://api.spotify.com/v1/tracks/2UW7JaomAMuX9pZrjVpHAU,https://api.spotify.com/v1/audio-analysis/2UW7JaomAMuX9pZrjVpHAU,234353,4,reggae
0.912,0.7,6,-3.331,0,0.068,0.163,0.0,0.174,0.535,106.981,audio_features,505v13epFXodT9fVAJ6h8k,spotify:track:505v13epFXodT9fVAJ6h8k,https://api.spotify.com/v1/tracks/505v13epFXodT9fVAJ6h8k,https://api.spotify.com/v1/audio-analysis/505v13epFXodT9fVAJ6h8k,170480,4,reggae
0.774,0.86,7,-2.888,0,0.13,0.131,0.0,0.116,0.446,100.019,audio_features,7bywjHOc0wSjGGbj04XbVi,spotify:track:7bywjHOc0wSjGGbj04XbVi,https://api.spotify.com/v1/tracks/7bywjHOc0wSjGGbj04XbVi,https://api.spotify.com/v1/audio-analysis/7bywjHOc0wSjGGbj04XbVi,196800,4,reggae
0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,audio_features,6Sq7ltF9Qa7SNFBsV5Cogx,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/audio-analysis/6Sq7ltF9Qa7SNFBsV5Cogx,178567,4,reggae
0.756,0.646,7,-5.795,1,0.319,0.152,1.81e-05,0.108,0.429,176.088,audio_features,0fea68AdmYNygeTGI4RC18,spotify:track:0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/tracks/0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/audio-analysis/0fea68AdmYNygeTGI4RC18,242573,4,reggae
0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.761,103.314,audio_features,5O4erNlJ74PIF6kGol1ZrC,spotify:track:5O4erNlJ74PIF6kGol1ZrC,https://api.spotify.com/v1/tracks/5O4erNlJ74PIF6kGol1ZrC,https://api.spotify.com/v1/audio-analysis/5O4erNlJ74PIF6kGol1ZrC,237000,4,reggae
0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,audio_features,1IHWl5LamUGEuP4ozKQSXZ,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/tracks/1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/audio-analysis/1IHWl5LamUGEuP4ozKQSXZ,243717,4,reggae
0.819,0.675,7,-4.281,1,0.0727,0.0318,0.0,0.289,0.602,92.99,audio_features,63pLfjK6FvcYJYMGwtHjd6,spotify:track:63pLfjK6FvcYJYMGwtHjd6,https://api.spotify.com/v1/tracks/63pLfjK6FvcYJYMGwtHjd6,https://api.spotify.com/v1/audio-analysis/63pLfjK6FvcYJYMGwtHjd6,207747,4,reggae
0.717,0.656,7,-4.449,1,0.0797,0.141,2.96e-05,0.0661,0.695,175.956,audio_features,2btNsI4OvcVl7SAHQQDHFB,spotify:track:2btNsI4OvcVl7SAHQQDHFB,https://api.spotify.com/v1/tracks/2btNsI4OvcVl7SAHQQDHFB,https://api.spotify.com/v1/audio-analysis/2btNsI4OvcVl7SAHQQDHFB,157453,4,reggae
0.708,0.737,1,-4.045,1,0.0436,0.0739,0.00162,0.0955,0.607,91.986,audio_features,7ABLbnD53cQK00mhcaOUVG,spotify:track:7ABLbnD53cQK00mhcaOUVG,https://api.spotify.com/v1/tracks/7ABLbnD53cQK00mhcaOUVG,https://api.spotify.com/v1/audio-analysis/7ABLbnD53cQK00mhcaOUVG,197920,4,reggae
0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,audio_features,6mmPpaltUZK7xjNlBPQQ0p,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,https://api.spotify.com/v1/tracks/6mmPpaltUZK7xjNlBPQQ0p,https://api.spotify.com/v1/audio-analysis/6mmPpaltUZK7xjNlBPQQ0p,224997,4,reggae
0.634,0.725,5,-4.945,0,0.0587,0.0776,0.0,0.211,0.795,159.845,audio_features,54zcJnb3tp9c5OVKREZ1Is,spotify:track:54zcJnb3tp9c5OVKREZ1Is,https://api.spotify.com/v1/tracks/54zcJnb3tp9c5OVKREZ1Is,https://api.spotify.com/v1/audio-analysis/54zcJnb3tp9c5OVKREZ1Is,154375,4,reggae
0.909,0.762,9,-3.974,1,0.0643,0.434,0.0,0.0856,0.843,101.987,audio_features,4bw8mcDUSRWfQo63ZTYRnU,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,https://api.spotify.com/v1/tracks/4bw8mcDUSRWfQo63ZTYRnU,https://api.spotify.com/v1/audio-analysis/4bw8mcDUSRWfQo63ZTYRnU,142335,3,reggae
0.8,0.738,7,-4.26,1,0.0691,0.372,0.00877,0.19,0.267,103.008,audio_features,7iUtQNMRB8ZkKC4AmEuCJC,spotify:track:7iUtQNMRB8ZkKC4AmEuCJC,https://api.spotify.com/v1/tracks/7iUtQNMRB8ZkKC4AmEuCJC,https://api.spotify.com/v1/audio-analysis/7iUtQNMRB8ZkKC4AmEuCJC,174230,4,reggae
0.863,0.502,1,-7.912,1,0.0496,0.61,0.00765,0.11,0.567,111.029,audio_features,3HqcNJdZ2seoGxhn0wVNDK,spotify:track:3HqcNJdZ2seoGxhn0wVNDK,https://api.spotify.com/v1/tracks/3HqcNJdZ2seoGxhn0wVNDK,https://api.spotify.com/v1/audio-analysis/3HqcNJdZ2seoGxhn0wVNDK,207627,4,reggae
0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,3tt9i3Hhzq84dPS8H7iSiJ,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,https://api.spotify.com/v1/tracks/3tt9i3Hhzq84dPS8H7iSiJ,https://api.spotify.com/v1/audio-analysis/3tt9i3Hhzq84dPS8H7iSiJ,162638,4,reggae
0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,audio_features,6RtPijgfPKROxEzTHNRiDp,spotify:track:6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/tracks/6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/audio-analysis/6RtPijgfPKROxEzTHNRiDp,224840,4,reggae
0.822,0.713,9,-7.501,1,0.122,0.186,0.00013,0.0431,0.714,94.034,audio_features,69Ej1xrGjOcHvIMtMKxK0G,spotify:track:69Ej1xrGjOcHvIMtMKxK0G,https://api.spotify.com/v1/tracks/69Ej1xrGjOcHvIMtMKxK0G,https://api.spotify.com/v1/audio-analysis/69Ej1xrGjOcHvIMtMKxK0G,204600,4,reggae
0.836,0.826,11,-2.66,0,0.0461,0.213,6.03e-06,0.0814,0.579,102.025,audio_features,1aUq8rjW1EwkAkMri4VfJy,spotify:track:1aUq8rjW1EwkAkMri4VfJy,https://api.spotify.com/v1/tracks/1aUq8rjW1EwkAkMri4VfJy,https://api.spotify.com/v1/audio-analysis/1aUq8rjW1EwkAkMri4VfJy,197101,4,reggae
0.845,0.795,9,-3.502,0,0.0681,0.343,1.78e-05,0.224,0.681,94.969,audio_features,2kz1YOhJiNubjigR1gB1VX,spotify:track:2kz1YOhJiNubjigR1gB1VX,https://api.spotify.com/v1/tracks/2kz1YOhJiNubjigR1gB1VX,https://api.spotify.com/v1/audio-analysis/2kz1YOhJiNubjigR1gB1VX,197053,4,reggae
0.647,0.686,3,-5.745,0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,audio_features,3k3NWokhRRkEPhCzPmV8TW,spotify:track:3k3NWokhRRkEPhCzPmV8TW,https://api.spotify.com/v1/tracks/3k3NWokhRRkEPhCzPmV8TW,https://api.spotify.com/v1/audio-analysis/3k3NWokhRRkEPhCzPmV8TW,258299,4,reggae
0.826,0.49,9,-10.477,1,0.0676,0.00916,4.41e-06,0.0415,0.627,74.128,audio_features,7yFvSYKk3g5g8e7Ffl16ws,spotify:track:7yFvSYKk3g5g8e7Ffl16ws,https://api.spotify.com/v1/tracks/7yFvSYKk3g5g8e7Ffl16ws,https://api.spotify.com/v1/audio-analysis/7yFvSYKk3g5g8e7Ffl16ws,180267,4,reggae
0.786,0.854,10,-2.4,0,0.0741,0.169,2.39e-05,0.106,0.522,117.994,audio_features,0LZy30mVmxqUpdQmaXKXBd,spotify:track:0LZy30mVmxqUpdQmaXKXBd,https://api.spotify.com/v1/tracks/0LZy30mVmxqUpdQmaXKXBd,https://api.spotify.com/v1/audio-analysis/0LZy30mVmxqUpdQmaXKXBd,278644,4,reggae
0.801,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,audio_features,5Eax0qFko2dh7Rl2lYs3bx,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,https://api.spotify.com/v1/tracks/5Eax0qFko2dh7Rl2lYs3bx,https://api.spotify.com/v1/audio-analysis/5Eax0qFko2dh7Rl2lYs3bx,213061,4,reggae
0.804,0.674,5,-5.453,0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,audio_features,6Xom58OOXk2SoU711L2IXO,spotify:track:6Xom58OOXk2SoU711L2IXO,https://api.spotify.com/v1/tracks/6Xom58OOXk2SoU711L2IXO,https://api.spotify.com/v1/audio-analysis/6Xom58OOXk2SoU711L2IXO,245940,4,reggae
0.587,0.647,4,-3.385,0,0.327,0.619,0.0,0.106,0.686,90.123,audio_features,0DWdj2oZMBFSzRsi2Cvfzf,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,https://api.spotify.com/v1/tracks/0DWdj2oZMBFSzRsi2Cvfzf,https://api.spotify.com/v1/audio-analysis/0DWdj2oZMBFSzRsi2Cvfzf,197933,4,reggae
0.853,0.606,0,-4.596,1,0.072,0.0561,0.0,0.313,0.653,94.753,audio_features,3WkibOpDF7cQ5xntM1epyf,spotify:track:3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/tracks/3WkibOpDF7cQ5xntM1epyf,https://api.spotify.com/v1/audio-analysis/3WkibOpDF7cQ5xntM1epyf,227600,4,reggae
0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,audio_features,228BxWXUYQPJrJYHDLOHkj,spotify:track:228BxWXUYQPJrJYHDLOHkj,https://api.spotify.com/v1/tracks/228BxWXUYQPJrJYHDLOHkj,https://api.spotify.com/v1/audio-analysis/228BxWXUYQPJrJYHDLOHkj,192600,4,reggae
0.78,0.719,3,-3.613,0,0.0506,0.302,0.000196,0.0931,0.336,127.962,audio_features,3rdAz1fbUfZxYgaCviYhRo,spotify:track:3rdAz1fbUfZxYgaCviYhRo,https://api.spotify.com/v1/tracks/3rdAz1fbUfZxYgaCviYhRo,https://api.spotify.com/v1/audio-analysis/3rdAz1fbUfZxYgaCviYhRo,199604,4,reggae
0.858,0.665,11,-4.772,1,0.152,0.126,0.0,0.119,0.659,100.09,audio_features,1hZsWUnLbqRw09jLAMQSsb,spotify:track:1hZsWUnLbqRw09jLAMQSsb,https://api.spotify.com/v1/tracks/1hZsWUnLbqRw09jLAMQSsb,https://api.spotify.com/v1/audio-analysis/1hZsWUnLbqRw09jLAMQSsb,195587,4,reggae
0.69,0.681,9,-5.653,1,0.0379,0.0623,0.0,0.137,0.911,75.034,audio_features,2PdIo7ewQPuAsP99LVg9uy,spotify:track:2PdIo7ewQPuAsP99LVg9uy,https://api.spotify.com/v1/tracks/2PdIo7ewQPuAsP99LVg9uy,https://api.spotify.com/v1/audio-analysis/2PdIo7ewQPuAsP99LVg9uy,136147,4,reggae
